start_date,end_date,AInfluenza,AcuteBronchitis,BodyTemperature,BraunThermoscan,BreakAFever,Bronchitis,ChestCold,ColdAndFlu,ColdOrFlu,ColdVersusFlu,ColdVsFlu,ContagiousFlu,CoughFever,CureFlu,CureTheFlu,DangerousFever,DoIHaveTheFlu,EarThermometer,EarlyFluSymptoms,Expectorant,ExposedToFlu,FeverCough,FeverFlu,FeverReducer,FightTheFlu,FluAndCold,FluAndFever,FluCare,FluChildren,FluComplications,FluContagiousPeriod,FluContagious,FluCough,FluDuration,FluFever,FluGerms,FluHeadache,FluHowLong,FluInChildren,FluIncubationPeriod,FluIncubation,FluLasts,FluLength,FluMedicine,FluOrCold,FluRecovery,FluRelief,FluRemedies,FluRemedy,FluReport,FluReports,FluSymptoms,FluTest,FluTreatment,FluTreatments,FluVersusCold,FluVsCold,GetOverTheFlu,GetRidOfTheFlu,HavingTheFlu,HighFever,HowLongContagious,HowLongDoesFluLast,HowLongDoesTheFluLast,HowLongFlu,HowLongIsFluContagious,HowLongIsTheFluContagious,HowLongIsTheFlu,HowToGetRidOfTheFlu,HowToTreatFlu,HowToTreatTheFlu,HumanTemperature,IHaveTheFlu,IncubationPeriodForFlu,IncubationPeriodForTheFlu,InfluenzaAAndB,InfluenzaA,InfluenzaContagious,InfluenzaIncubationPeriod,InfluenzaIncubation,InfluenzaSymptoms,InfluenzaTreatment,InfluenzaTypeA,IsFluContagious,LowBody,MedicineForFlu,MedicineForTheFlu,NormalBodyTemperature,NormalBody,Oscillococcinum,OverTheCounterFluMedicine,OverTheCounterFlu,PainfulCough,Pneumonia,RapidFlu,ReduceAFever,ReduceFever,RemediesForFlu,RemediesForTheFlu,RespiratoryFlu,Robitussin,SignsOfFlu,SignsOfTheFlu,SinusInfections,Sinus,StrepThroat,Strep,SymptomsOfBronchitis,SymptomsOfFlu,SymptomsOfInfluenza,SymptomsOfPneumonia,SymptomsOfTheFlu,TakingTemperature,Tessalon,TheFluVirus,TheFlu,Thermoscan,TreatFlu,TreatTheFlu,TreatingFlu,TreatingTheFlu,TreatmentForFlu,TreatmentForTheFlu,Tussin,Tussionex,TypeAInfluenza,UpperRespiratory,WalkingPneumonia,WhatToDoIfYouHaveTheFlu,FluVisits
2012-02-27,2012-03-04,17,50,68,37,37,55,47,22,21,8,13,12,43,4,10,51,14,53,8,51,7,43,17,38,12,22,27,6,5,5,4,12,17,10,17,13,24,14,5,3,2,19,6,14,21,12,20,20,14,2,2,3,3,8,1,8,13,15,23,20,61,29,20,15,14,9,9,13,21,19,15,64,18,6,5,16,17,6,7,6,19,30,17,11,80,21,20,55,72,26,11,9,40,71,7,47,48,17,11,8,48,6,9,34,78,79,83,52,2,20,56,5,40,39,9,5,34,16,16,7,10,9,14,44,40,17,58,70,13,400
2012-03-05,2012-03-11,22,54,67,33,51,54,42,23,17,13,13,12,41,4,7,57,11,66,6,53,11,41,18,50,10,23,27,7,4,4,6,11,14,12,18,11,20,13,5,2,2,13,7,12,17,11,30,22,15,4,2,3,3,7,3,13,13,23,25,20,66,29,17,15,13,10,10,11,24,20,23,72,15,4,4,18,22,9,16,15,23,20,23,11,80,19,16,57,69,25,15,14,38,70,10,59,45,17,18,7,42,5,7,34,74,81,82,45,2,18,51,4,53,48,7,5,33,16,23,9,8,8,15,40,40,23,62,68,13,458
2012-03-12,2012-03-18,21,44,61,32,48,51,44,22,17,13,11,11,44,3,7,56,10,50,9,47,7,44,19,57,12,22,30,6,4,5,9,11,15,11,19,11,18,15,6,3,2,16,5,15,17,5,29,21,17,3,0,3,3,7,3,13,11,15,24,14,75,27,16,15,15,10,11,13,25,18,17,60,17,5,8,22,21,9,9,9,25,28,33,12,66,15,15,51,67,22,16,8,31,67,6,57,58,23,14,7,42,5,8,28,68,76,79,49,2,24,48,4,33,44,7,4,29,14,14,10,9,7,11,34,34,33,57,64,10,491
2012-03-19,2012-03-25,18,38,62,21,42,46,33,16,17,10,11,8,38,4,6,36,8,50,7,42,10,38,16,59,6,16,24,4,3,3,5,8,15,9,16,4,20,11,3,2,2,16,3,10,17,6,18,15,12,1,0,2,3,5,7,10,11,15,16,16,65,23,13,12,11,7,6,10,18,12,14,57,15,4,7,19,18,7,9,8,18,29,21,9,72,15,14,50,68,21,7,5,36,62,4,63,45,18,8,7,38,4,7,24,66,73,75,39,2,19,43,4,43,45,7,4,32,12,13,4,5,6,10,40,31,21,52,56,11,377
2012-03-26,2012-04-01,14,45,62,28,33,42,35,17,12,5,10,8,35,3,4,43,8,44,7,47,4,35,13,41,5,17,22,5,3,5,3,8,12,5,13,7,13,9,4,2,2,12,4,12,12,8,16,14,11,2,1,2,2,5,3,5,10,16,15,10,61,20,12,9,9,6,4,7,12,12,13,71,12,3,4,17,14,10,6,6,18,23,18,7,68,16,11,54,69,15,10,7,32,58,7,42,41,15,12,8,37,4,5,27,63,69,72,46,2,20,43,4,31,39,6,3,31,10,11,10,13,4,9,37,38,18,50,51,7,275
2012-04-02,2012-04-08,10,41,60,22,31,41,34,16,15,5,8,7,33,2,4,37,6,50,8,41,5,33,12,46,7,16,19,4,3,3,3,7,12,9,12,7,14,8,3,2,1,7,5,9,15,5,13,12,7,2,0,2,3,5,4,5,8,10,14,12,54,22,10,8,8,5,5,7,18,10,9,61,10,2,5,10,10,5,8,4,13,18,12,5,69,9,11,43,62,19,7,6,31,55,2,44,43,12,9,4,36,3,4,27,61,68,70,40,1,12,36,3,36,38,6,3,27,8,11,4,7,5,6,34,31,12,54,51,17,218
2012-04-09,2012-04-15,11,41,64,20,26,47,34,16,14,5,8,6,34,2,3,37,7,40,7,38,7,34,12,42,12,16,19,3,2,2,4,6,12,6,12,8,15,8,3,2,2,8,4,9,14,4,21,14,10,2,1,2,2,4,3,5,8,11,12,9,58,21,11,8,8,4,4,7,17,13,10,67,10,2,4,11,11,5,7,4,14,22,14,6,75,14,12,48,70,18,6,6,37,57,7,54,37,14,8,4,40,3,4,29,66,72,75,37,2,14,37,3,43,41,6,3,25,8,9,4,6,3,8,43,34,14,53,51,4,182
2012-04-16,2012-04-22,10,39,64,24,29,46,32,17,10,9,8,5,32,3,4,45,5,41,3,51,7,32,11,41,7,17,11,3,3,2,2,5,10,6,11,6,12,8,3,1,1,8,3,10,10,6,19,11,9,1,1,2,2,6,5,9,8,12,17,11,61,20,10,10,8,4,4,8,19,10,6,69,11,2,2,15,10,5,5,4,12,16,12,5,73,14,11,52,71,12,13,8,32,55,5,49,35,12,5,6,37,3,4,23,63,72,72,40,2,16,37,3,40,39,6,3,25,8,13,6,10,6,13,31,33,12,56,49,6,161
2012-04-23,2012-04-29,8,37,65,32,29,43,34,13,11,4,7,5,28,2,4,44,4,45,6,39,4,28,11,35,7,13,18,3,2,2,3,5,9,4,11,5,14,7,3,1,1,12,1,8,11,7,21,12,10,1,1,2,2,4,4,4,7,8,11,11,57,21,9,7,7,4,4,7,15,7,9,70,8,1,2,6,8,4,4,4,11,15,17,5,69,11,13,52,67,17,8,8,31,52,3,35,32,14,15,4,35,3,5,22,60,73,75,39,2,15,33,3,41,35,5,3,36,8,9,6,15,5,8,36,28,17,48,46,6,126
2012-04-30,2012-05-06,8,35,64,18,37,40,28,12,10,8,7,5,26,2,3,33,6,36,4,37,5,26,9,38,7,12,12,3,2,1,2,5,9,5,9,3,9,6,3,1,1,8,3,8,10,8,16,10,10,1,1,1,3,4,2,8,7,12,10,13,56,21,8,6,6,3,3,6,7,7,5,65,8,1,2,9,8,4,4,3,9,15,10,5,69,10,8,48,62,13,9,7,29,49,6,47,36,11,6,3,34,2,4,25,59,71,72,38,1,14,31,3,37,38,5,2,21,7,6,3,7,5,9,32,34,10,46,43,6,109
2012-05-07,2012-05-13,6,32,58,18,25,39,29,13,9,6,7,4,30,2,3,36,5,37,5,33,4,30,10,32,5,13,18,3,2,2,1,4,11,5,10,5,7,6,2,1,1,8,3,7,9,6,7,10,8,1,1,1,1,4,3,6,7,8,8,9,55,19,9,8,6,3,3,4,9,10,8,60,9,1,8,6,6,4,5,4,9,20,10,4,68,10,10,45,63,12,8,4,18,47,1,43,38,12,8,3,28,3,3,23,58,75,76,33,1,10,33,2,42,33,4,2,25,7,10,5,9,4,8,37,30,10,46,43,8,93
2012-05-14,2012-05-20,6,34,58,23,36,38,27,13,8,3,4,4,29,2,4,36,5,36,7,36,5,29,9,33,4,13,13,3,2,2,1,4,9,4,9,4,13,6,2,1,1,7,6,6,8,7,12,9,8,0,1,1,2,3,3,3,4,5,10,12,60,22,8,5,6,4,2,5,12,6,4,66,7,2,4,2,6,2,5,2,7,18,8,4,63,9,9,46,61,11,10,5,24,46,4,51,34,8,9,4,30,2,4,23,59,74,76,36,1,10,29,3,42,34,4,2,28,6,7,3,5,3,6,32,26,8,42,45,11,76
2012-05-21,2012-05-27,5,26,55,25,31,36,25,12,9,5,6,4,29,2,2,35,5,37,4,33,4,29,9,30,5,12,14,2,2,1,1,4,7,5,9,2,12,5,2,1,1,8,3,6,9,5,12,11,7,0,1,1,2,4,3,5,6,5,8,9,63,22,7,5,5,3,3,5,8,5,7,61,9,1,2,5,5,2,4,2,6,11,7,4,56,8,7,42,58,10,6,5,28,45,1,42,42,8,6,4,30,3,3,23,58,71,73,28,1,7,32,2,34,34,4,2,32,6,7,4,3,4,11,30,26,7,41,43,4,68
2012-05-28,2012-06-03,4,32,54,34,25,32,27,12,8,3,4,4,31,2,3,41,4,44,4,31,2,31,9,29,4,12,12,3,2,3,2,4,7,5,9,2,13,5,1,1,1,8,2,5,8,3,11,8,7,1,1,1,1,3,2,3,4,6,7,5,60,22,7,6,5,3,3,5,9,5,5,53,9,2,4,2,4,2,5,3,5,12,6,4,59,5,3,41,55,9,3,4,27,44,3,60,38,8,6,5,27,3,3,19,53,65,67,31,1,6,30,2,40,30,3,2,27,5,5,2,5,2,4,29,24,6,42,42,6,55
2012-06-04,2012-06-10,3,26,54,20,24,32,23,11,7,6,6,3,25,2,4,32,5,42,7,32,2,25,7,36,4,11,14,2,2,2,2,3,5,4,7,4,11,4,2,1,1,4,3,5,7,3,10,8,5,1,1,1,2,3,1,6,6,4,9,6,58,20,6,5,4,2,2,3,8,5,4,44,8,1,3,5,3,1,3,2,4,10,5,3,63,7,5,46,60,10,4,3,27,44,3,42,30,9,6,2,28,1,3,20,52,63,67,31,1,5,31,2,28,30,4,2,19,4,7,2,3,4,11,23,27,5,40,44,7,44
2012-06-11,2012-06-17,3,27,50,20,32,30,27,10,8,3,3,3,24,2,2,30,3,45,4,23,3,24,7,33,2,10,13,2,1,2,1,3,5,5,7,3,11,4,1,1,0,4,1,5,8,4,13,7,5,1,1,1,2,3,2,3,3,6,12,7,56,20,7,5,4,2,2,3,6,4,5,42,5,1,2,4,3,2,2,3,4,8,2,2,63,8,6,40,55,10,3,3,18,43,5,40,33,8,5,2,27,2,4,21,52,61,65,30,1,4,28,1,37,28,2,2,19,4,3,5,3,2,4,25,20,2,34,39,6,38
2012-06-18,2012-06-24,3,22,52,21,24,29,25,9,7,3,4,3,25,1,2,35,4,31,5,26,2,25,7,37,4,9,13,2,1,2,2,3,7,4,7,4,11,4,1,1,1,8,3,6,7,3,8,7,2,1,0,1,1,3,3,3,4,8,9,5,53,21,6,5,4,2,1,3,9,4,3,46,6,1,3,3,3,1,7,3,4,8,5,4,64,7,8,40,56,6,7,4,22,41,2,40,37,7,5,2,24,2,2,18,50,58,61,23,1,2,23,2,31,30,3,2,22,5,4,3,4,3,7,25,26,5,40,35,5,23
2012-06-25,2012-07-01,3,26,53,24,27,29,23,10,5,3,4,3,25,1,2,31,3,46,6,26,3,25,7,35,3,10,10,3,1,1,2,3,5,2,7,3,9,4,2,1,0,6,2,3,5,3,14,6,5,1,0,1,1,2,3,3,4,4,5,4,55,21,5,4,4,2,1,2,5,5,3,42,6,1,3,6,3,1,5,2,3,7,3,2,61,6,4,41,56,8,4,2,25,41,2,37,33,5,8,2,25,2,2,18,49,53,57,21,1,3,25,2,35,25,3,1,28,5,5,3,3,2,3,28,22,3,46,38,5,22
2012-07-02,2012-07-08,3,23,49,27,27,27,26,9,4,3,3,2,23,1,2,32,3,37,4,28,3,23,7,29,3,9,9,2,1,1,2,2,4,2,7,2,9,4,1,0,0,7,2,5,4,4,5,7,4,1,1,1,1,3,2,3,3,6,9,6,53,19,5,4,4,1,1,3,6,6,5,44,6,1,3,5,3,1,2,2,2,2,4,2,55,8,8,33,48,4,5,5,22,37,4,40,33,8,6,2,25,2,3,15,46,51,55,20,1,2,21,1,33,26,3,1,25,5,5,4,3,2,5,30,23,4,38,35,6,22
2012-07-09,2012-07-15,3,22,49,17,28,28,25,9,6,3,3,3,23,2,2,27,4,37,6,30,1,23,7,28,7,9,11,2,1,1,2,3,5,3,7,2,9,3,1,0,0,7,2,4,6,8,7,6,5,1,1,1,1,2,1,3,3,4,8,7,50,19,5,4,3,2,1,2,9,3,3,45,7,2,3,3,3,2,3,2,3,8,3,2,65,6,5,36,54,8,7,6,15,41,1,46,33,5,4,2,27,2,2,19,49,52,57,26,1,4,26,2,34,25,3,1,20,2,4,2,6,2,4,26,26,3,37,37,4,13
2012-07-16,2012-07-22,3,27,52,26,22,26,21,9,6,3,2,2,22,2,3,28,3,38,4,23,4,22,7,37,3,9,11,2,1,1,1,2,4,3,7,3,9,3,1,0,0,8,3,6,6,2,10,8,5,0,1,1,1,2,2,3,2,4,5,3,52,18,5,4,3,1,2,3,6,6,5,48,6,1,2,4,3,2,2,2,3,7,5,2,65,7,6,40,57,9,7,6,10,38,3,33,29,6,5,3,24,2,2,17,47,51,54,21,1,6,19,1,40,28,2,1,21,4,6,3,5,2,6,33,20,5,36,35,6,18
2012-07-23,2012-07-29,3,32,49,22,20,26,24,7,6,3,3,2,22,1,2,33,4,39,5,21,1,22,7,33,3,7,8,3,1,1,2,2,4,3,7,4,7,3,1,1,0,4,4,4,6,2,15,7,6,1,1,1,2,2,1,3,3,5,9,4,47,20,5,5,3,1,1,2,7,4,2,47,5,1,4,2,3,2,2,3,3,6,5,2,64,5,3,40,53,8,2,2,21,38,3,36,30,7,5,1,24,2,3,16,49,49,55,24,1,3,21,2,34,28,2,1,23,4,5,3,4,2,5,28,27,5,34,35,4,16
2012-07-30,2012-08-05,3,31,49,33,18,27,23,9,6,6,3,2,22,1,3,29,4,38,7,25,3,22,6,24,3,9,9,2,1,1,1,2,5,2,6,3,9,4,2,1,1,4,2,5,6,3,5,7,10,1,1,1,2,2,3,6,3,4,4,4,47,18,4,2,4,1,1,2,5,5,3,38,5,1,5,3,3,3,2,2,3,2,2,3,65,7,3,40,53,9,4,2,23,37,2,35,34,7,8,3,23,2,2,19,47,49,53,21,1,3,21,2,31,25,3,1,28,3,4,3,5,2,3,25,24,2,40,32,7,13
2012-08-06,2012-08-12,3,27,47,19,23,26,23,11,5,3,2,2,23,2,3,33,5,34,8,25,4,23,6,35,3,11,10,3,1,1,2,2,6,2,6,4,10,3,2,0,1,8,1,4,5,3,11,6,8,1,1,1,1,2,2,3,2,5,4,7,43,18,5,5,3,2,2,3,4,4,3,34,6,1,2,3,3,1,2,4,3,6,2,3,58,7,8,39,53,10,4,2,10,38,1,44,38,7,4,2,25,3,3,18,49,47,52,24,1,4,19,2,32,23,3,2,26,5,5,3,3,4,6,28,21,2,36,35,4,11
2012-08-13,2012-08-19,3,29,49,22,20,30,27,11,4,3,3,3,20,1,2,26,5,36,6,26,3,20,8,29,4,11,10,3,2,2,2,3,7,2,8,4,10,4,2,1,1,4,3,6,4,2,12,9,4,1,1,1,1,2,1,3,3,4,6,5,51,18,4,4,4,1,2,3,7,7,5,38,7,1,2,6,3,1,2,1,3,6,3,3,58,12,6,41,50,8,4,1,14,40,2,28,31,9,7,2,28,2,2,19,51,49,52,23,1,4,22,2,32,29,3,2,27,7,5,3,3,2,6,27,26,3,36,35,4,18
2012-08-20,2012-08-26,2,38,55,24,28,31,27,14,9,6,5,2,25,2,3,28,3,38,5,28,3,25,9,33,3,14,15,4,2,3,1,2,5,4,9,5,11,4,2,1,1,4,3,7,9,5,11,8,7,1,0,1,2,3,1,6,5,6,10,6,48,18,7,5,4,1,1,3,8,6,5,52,6,1,2,2,2,1,3,2,4,11,3,2,64,7,6,41,61,13,8,4,9,41,5,42,34,8,8,4,27,3,4,18,54,52,57,29,1,4,23,2,31,29,4,2,28,5,6,2,3,2,3,34,25,3,45,37,4,17
2012-08-27,2012-09-02,3,30,60,21,22,33,29,16,8,4,6,3,27,2,3,26,5,41,8,30,3,27,9,37,6,16,14,5,2,1,3,3,8,3,9,4,13,5,2,1,1,6,2,6,8,2,11,9,10,1,2,2,2,3,3,4,6,7,10,6,48,19,6,4,5,2,1,2,9,6,2,55,8,1,5,5,3,2,4,4,4,9,2,3,66,8,6,48,62,11,7,5,22,45,3,36,32,12,9,5,30,2,3,21,58,54,58,27,1,6,26,2,33,35,5,2,22,4,5,4,3,3,5,32,26,2,36,41,7,21
2012-09-03,2012-09-09,4,35,64,27,23,36,35,18,15,3,9,4,27,2,3,45,6,36,10,35,6,27,10,33,3,18,17,6,3,3,2,4,8,8,10,4,12,6,3,0,1,4,4,9,14,4,12,10,11,1,1,2,2,3,2,3,9,5,10,7,53,16,8,5,6,2,2,5,9,7,6,69,9,1,2,5,4,2,2,4,5,12,1,3,65,12,10,51,67,13,5,5,23,47,3,38,32,11,7,4,33,4,4,22,59,57,61,36,2,7,31,2,45,30,6,3,27,6,6,5,3,3,7,34,28,1,44,42,9,22
2012-09-10,2012-09-16,4,40,69,20,27,38,38,22,14,6,9,4,24,2,4,22,7,44,10,36,1,24,12,37,7,22,19,8,4,3,1,4,11,3,12,4,15,7,4,1,1,6,4,10,14,4,19,14,11,1,1,2,3,4,3,6,9,6,21,8,48,17,9,5,7,2,2,4,17,7,5,80,12,1,2,4,4,2,4,3,6,13,4,3,69,10,6,60,74,12,4,5,25,51,2,29,31,13,10,5,35,3,4,25,63,61,64,34,2,11,31,3,46,32,6,3,27,6,5,6,8,4,9,39,26,4,52,50,6,32
2012-09-17,2012-09-23,4,41,71,28,25,43,44,22,14,8,12,5,32,3,2,32,8,48,12,40,6,32,12,41,9,22,17,9,4,6,1,5,10,5,12,6,20,8,4,1,1,10,6,12,14,5,23,13,12,2,1,2,3,4,4,8,12,10,15,12,50,19,10,8,8,3,4,6,13,7,8,75,12,1,1,8,4,2,5,3,7,13,5,4,72,15,7,65,80,17,12,7,28,57,4,40,30,14,5,5,38,4,5,23,65,60,65,40,2,8,35,3,48,36,7,4,33,7,9,7,14,4,5,36,36,5,57,50,3,36
2012-09-24,2012-09-30,6,39,74,24,27,46,47,24,17,6,12,5,26,2,3,28,9,41,9,44,4,26,13,36,8,24,16,11,6,4,1,5,15,5,13,8,21,9,6,1,1,9,7,12,17,7,18,13,15,2,1,2,4,5,4,6,12,10,16,15,53,20,11,9,9,3,2,6,16,9,11,81,15,1,3,4,6,2,2,2,9,15,4,4,75,15,14,60,73,17,10,7,25,60,4,32,32,16,14,7,40,4,7,27,67,63,66,42,2,8,40,4,49,39,6,5,25,8,11,5,11,6,12,40,34,4,56,61,8,50
2012-10-01,2012-10-07,6,34,69,34,29,46,50,22,17,7,15,7,29,3,5,34,7,43,12,42,6,29,15,34,6,22,18,15,6,4,3,7,12,8,15,9,22,11,6,1,1,11,7,12,17,10,20,13,14,1,1,2,4,5,5,7,15,7,14,17,56,21,12,8,11,4,4,6,14,10,8,86,15,1,2,6,6,3,2,5,9,16,5,5,72,15,15,50,72,25,12,10,33,60,5,36,32,12,7,9,42,5,7,24,64,61,66,44,2,13,38,4,41,40,8,5,31,9,11,9,6,5,14,37,35,5,57,54,8,53
2012-10-08,2012-10-14,6,43,63,31,30,48,48,27,17,9,13,6,29,2,4,36,10,51,10,46,7,29,16,24,7,27,23,16,8,5,4,6,17,7,16,8,24,11,7,1,1,13,6,16,17,7,25,17,13,3,2,3,4,5,5,9,13,8,14,14,49,19,11,10,11,4,2,6,13,13,10,74,18,2,6,9,6,2,1,3,9,14,3,6,67,18,8,47,71,21,16,9,37,60,6,35,32,17,11,11,41,5,9,27,64,60,63,46,2,12,39,4,38,44,7,6,30,12,13,6,9,5,17,36,32,3,57,53,10,59
2012-10-15,2012-10-21,6,45,68,30,23,49,42,25,18,8,13,6,32,3,6,40,13,52,9,43,9,32,19,40,8,25,27,11,7,7,3,6,15,8,19,6,26,10,7,1,1,7,6,15,18,5,26,15,18,3,1,3,4,5,5,8,13,12,21,18,54,22,12,9,10,4,3,8,22,14,11,77,18,2,3,7,6,3,5,4,9,14,6,6,74,18,20,48,70,19,9,10,26,62,8,41,35,18,15,8,40,6,10,26,62,62,65,45,2,10,41,5,37,36,9,6,24,10,14,8,11,5,13,41,34,6,58,61,5,78
2012-10-22,2012-10-28,6,51,64,32,23,47,42,25,16,9,13,6,32,3,5,36,11,47,7,45,8,32,17,39,12,25,27,11,7,5,3,6,17,6,17,11,28,11,7,2,1,11,4,14,16,8,23,17,12,2,1,3,4,6,6,9,13,15,13,20,53,21,12,11,11,4,4,7,15,9,8,74,17,2,4,11,6,3,2,2,9,17,8,7,65,17,9,46,66,20,7,6,27,61,4,36,32,20,16,4,39,6,11,24,61,63,66,43,2,10,41,5,40,41,7,5,30,8,7,7,7,6,16,39,35,8,55,60,8,81
2012-10-29,2012-11-04,6,41,61,25,25,46,46,23,17,9,13,7,32,3,5,39,10,38,14,48,7,32,16,35,9,23,24,9,6,4,3,7,15,5,16,7,25,11,6,2,1,10,4,14,17,8,25,19,14,2,1,3,3,5,3,9,13,13,15,18,50,19,13,11,11,5,5,8,15,13,11,67,15,2,3,9,6,4,4,4,10,13,5,6,67,20,13,44,63,17,9,10,20,59,4,33,32,22,17,6,38,5,8,20,57,63,63,46,2,8,40,5,40,49,8,5,27,11,14,9,11,6,11,45,31,5,52,53,10,126
2012-11-05,2012-11-11,7,44,61,36,27,48,42,26,17,6,11,7,32,4,7,27,12,42,10,41,5,32,15,37,10,26,20,9,6,5,2,7,16,9,15,8,21,10,6,1,2,8,5,13,17,5,31,21,18,1,1,3,4,6,5,6,11,13,15,20,50,19,13,9,10,4,4,6,19,14,12,59,18,2,7,12,7,3,7,3,11,23,7,6,70,20,15,45,64,21,15,10,32,62,9,34,32,22,16,6,42,7,11,24,61,65,67,48,2,15,44,5,37,45,8,5,27,14,17,5,7,5,12,39,31,7,52,64,5,183
2012-11-12,2012-11-18,10,49,67,38,30,54,48,31,20,11,13,9,38,4,7,41,12,49,10,50,13,38,19,39,11,31,30,11,7,4,4,9,17,6,19,9,25,13,7,2,2,12,7,19,20,9,29,19,21,3,1,3,5,7,5,11,13,10,23,22,58,23,14,11,13,9,8,9,23,18,24,63,19,3,5,14,10,5,5,4,11,19,14,10,74,24,22,46,73,27,14,10,36,66,8,45,39,23,15,7,44,7,13,23,64,69,72,53,3,14,50,6,42,42,9,6,39,15,19,9,19,9,16,47,38,14,67,64,13,253
2012-11-19,2012-11-25,8,47,56,36,40,53,52,28,19,13,14,15,41,4,9,35,9,48,11,51,19,41,19,45,7,29,24,10,6,4,10,15,19,9,19,13,23,18,6,3,3,11,6,19,19,5,28,24,17,1,0,3,3,8,4,13,14,20,31,24,56,31,17,15,18,13,12,17,36,21,22,59,19,4,10,12,8,6,10,9,10,15,10,14,70,26,21,42,54,28,17,13,45,62,6,53,47,29,23,6,43,7,13,21,61,67,69,48,3,13,46,5,48,46,8,6,37,17,19,11,10,8,16,42,41,10,58,63,8,434
2012-11-26,2012-12-02,13,61,71,36,38,63,55,36,29,18,18,14,44,5,8,41,17,50,12,51,15,43,20,50,17,36,31,13,7,6,12,14,22,10,20,16,29,17,5,4,4,8,6,23,29,9,34,30,28,2,1,4,5,10,6,18,18,23,30,31,61,26,20,19,17,11,11,15,24,20,24,71,22,5,10,16,13,8,9,6,18,24,21,13,78,25,23,54,70,31,24,20,39,72,6,42,42,34,25,12,49,9,16,29,69,74,74,59,3,23,56,7,47,60,12,7,34,19,24,13,17,11,15,48,47,21,68,75,14,529
2012-12-03,2012-12-09,19,47,66,39,42,63,52,42,31,17,26,18,46,5,13,58,24,60,25,60,31,46,30,54,19,42,39,16,12,6,11,18,29,16,30,22,33,28,11,6,5,9,10,29,31,17,43,34,31,6,3,6,8,11,8,17,26,29,37,33,61,29,33,27,28,15,17,23,39,30,37,74,35,11,23,26,19,11,11,9,22,33,23,19,72,37,34,56,78,36,37,22,41,72,12,56,52,39,32,13,47,13,20,26,67,74,76,58,5,22,57,11,54,54,14,10,39,27,41,15,26,12,24,52,44,23,67,73,25,1058
2012-12-10,2012-12-16,22,53,68,44,47,62,56,42,36,19,26,23,55,7,11,58,26,62,25,60,29,55,33,55,22,42,42,14,12,5,12,23,33,19,33,22,38,31,12,6,6,9,11,28,36,15,46,38,29,5,2,6,8,13,11,19,26,37,47,41,68,32,34,30,31,20,18,25,40,28,33,75,32,9,26,33,22,15,16,12,28,32,35,22,77,40,36,56,72,38,27,21,42,72,17,51,48,45,34,13,47,13,23,28,67,74,75,59,5,26,60,11,47,55,15,10,48,27,38,12,14,13,26,43,40,35,64,71,21,1430
2012-12-17,2012-12-23,33,52,66,40,56,67,67,48,45,12,32,33,65,9,16,76,27,63,24,62,44,65,38,67,21,48,53,15,14,10,13,33,39,28,38,32,44,41,15,9,8,12,12,34,45,15,42,49,41,4,2,7,9,13,11,12,32,49,67,40,80,46,49,46,41,36,33,40,65,44,50,61,42,13,24,46,33,22,24,23,33,43,50,33,69,46,46,56,68,49,40,31,55,75,17,58,63,50,47,16,57,16,27,31,72,81,82,69,5,32,67,13,48,65,16,12,41,34,49,21,20,17,33,56,55,50,72,74,24,2084
2012-12-24,2012-12-30,38,67,66,39,83,92,90,66,64,33,41,45,92,13,25,100,33,78,25,87,58,92,49,100,33,66,64,21,13,9,21,45,50,36,49,41,51,52,16,12,10,23,19,50,64,27,84,77,54,4,2,8,9,17,9,33,41,64,99,52,100,55,61,57,52,47,46,52,90,55,68,60,51,18,37,53,38,36,26,30,43,56,60,45,69,73,73,63,65,66,68,48,59,88,17,100,91,74,55,22,70,15,29,33,83,84,83,95,6,46,88,14,68,75,18,15,50,44,61,31,38,20,37,65,58,60,87,86,37,2961
2012-12-31,2013-01-06,43,86,79,53,84,100,100,78,69,36,57,42,78,13,19,94,35,76,31,93,54,78,48,83,43,78,64,26,12,16,15,42,60,40,48,46,50,54,13,11,10,37,26,49,69,32,84,85,59,9,4,10,10,18,17,36,57,65,88,74,80,53,63,66,54,42,41,50,77,61,62,61,50,18,35,54,43,33,35,30,59,50,70,41,83,64,64,67,71,64,63,50,94,99,20,90,92,84,70,26,79,19,31,44,99,81,81,100,7,59,100,16,58,84,22,17,44,49,64,36,46,23,48,74,63,70,100,95,28,2303
2013-01-07,2013-01-13,63,72,88,52,63,88,71,100,100,64,100,60,62,16,33,86,70,93,83,89,75,63,70,83,100,100,84,70,51,42,30,59,93,64,70,100,100,100,48,20,18,73,37,77,100,38,100,100,92,31,9,22,22,31,22,64,100,100,98,100,84,58,100,92,100,52,56,79,90,82,94,86,100,31,42,100,63,37,56,42,100,57,85,56,88,100,94,82,85,100,100,83,57,98,31,74,67,100,100,41,68,44,80,40,90,79,79,92,15,98,91,38,65,85,45,40,55,73,100,58,93,35,63,71,68,85,88,91,87,2291
2013-01-14,2013-01-20,52,70,91,57,57,73,56,86,98,64,90,61,60,16,29,74,74,83,100,68,71,60,79,73,97,86,81,48,52,31,29,61,91,71,79,97,98,89,52,19,17,39,38,67,98,43,90,97,91,18,5,21,20,30,19,64,90,82,100,97,80,57,100,100,89,57,56,79,95,76,100,86,88,25,50,87,52,31,41,37,83,70,63,57,90,88,100,79,92,99,86,65,52,84,32,83,75,96,89,39,63,54,100,34,79,72,74,63,16,89,76,43,56,62,38,35,55,66,97,52,74,34,66,69,58,63,83,72,89,2258
2013-01-21,2013-01-27,37,53,88,52,65,70,64,72,70,45,63,47,63,12,24,63,48,80,64,74,50,63,63,83,52,73,73,28,28,17,23,47,71,47,63,59,72,61,32,13,12,34,31,55,70,30,88,82,66,10,3,13,14,21,16,45,63,67,84,68,83,49,79,76,61,44,45,56,91,67,77,92,72,22,33,61,37,32,39,33,53,45,56,43,94,72,77,77,88,77,68,54,59,83,24,76,64,77,69,28,59,32,60,33,83,78,79,65,11,59,70,32,60,63,27,22,49,54,92,44,56,19,45,66,52,56,78,72,64,2012
